"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Haupttitel","Haupttitel","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2009,131,Adliswil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,11,,,16052,0.7
2009,2,Affoltern,,,311.0,StGB,1,Total gegen Leib und Leben,43,43,0,10630,4
2009,2,Affoltern,,,311.0,StGB,2,Total gegen das Vermögen,644,601,43,10630,60.6
2009,2,Affoltern,,,311.0,StGB,3,Total gegen die Freiheit,116,114,2,10630,10.9
2009,2,Affoltern,,,311.0,StGB,4,Total gegen sexuelle Integrität,21,21,0,10630,2
2009,2,Affoltern,,,311.0,StGB,5,Total übrige Titel StGB,28,28,0,10630,2.6
2009,2,Affoltern,,,812.121,BetmG,801,Total Übertretungen,49,,,10630,4.6
2009,2,Affoltern,,,812.121,BetmG,802,Total leichte Fälle,26,,,10630,2.4
2009,2,Affoltern,,,812.121,BetmG,803,Total schwere Fälle,1,,,10630,0.1
2009,2,Affoltern,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,11,,,10630,1
2009,2,Affoltern,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,7,,,10630,0.7
2009,2,Affoltern,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10630,0
2009,2,Affoltern,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,5,,,10630,0.5
2009,2,Affoltern,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,8,,,10630,0.8
2009,52,Bassersdorf,,,311.0,StGB,1,Total gegen Leib und Leben,41,40,1,10755,3.8
2009,52,Bassersdorf,,,311.0,StGB,2,Total gegen das Vermögen,389,364,25,10755,36.2
2009,52,Bassersdorf,,,311.0,StGB,3,Total gegen die Freiheit,114,114,0,10755,10.6
2009,52,Bassersdorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,7,0,10755,0.7
2009,52,Bassersdorf,,,311.0,StGB,5,Total übrige Titel StGB,21,19,2,10755,2
2009,52,Bassersdorf,,,812.121,BetmG,801,Total Übertretungen,12,,,10755,1.1
2009,52,Bassersdorf,,,812.121,BetmG,802,Total leichte Fälle,6,,,10755,0.6
2009,52,Bassersdorf,,,812.121,BetmG,803,Total schwere Fälle,4,,,10755,0.4
2009,52,Bassersdorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,13,,,10755,1.2
2009,52,Bassersdorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,2,,,10755,0.2
2009,52,Bassersdorf,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,10755,0
2009,52,Bassersdorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,10755,0.1
2009,52,Bassersdorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,10755,0.3
2009,53,Bülach,,,311.0,StGB,1,Total gegen Leib und Leben,69,68,1,16774,4.1
2009,53,Bülach,,,311.0,StGB,2,Total gegen das Vermögen,1072,1017,55,16774,63.9
2009,53,Bülach,,,311.0,StGB,3,Total gegen die Freiheit,228,226,2,16774,13.6
2009,53,Bülach,,,311.0,StGB,4,Total gegen sexuelle Integrität,15,15,0,16774,0.9
2009,53,Bülach,,,311.0,StGB,5,Total übrige Titel StGB,144,143,1,16774,8.6
2009,53,Bülach,,,812.121,BetmG,801,Total Übertretungen,104,,,16774,6.2
2009,53,Bülach,,,812.121,BetmG,802,Total leichte Fälle,42,,,16774,2.5
2009,53,Bülach,,,812.121,BetmG,803,Total schwere Fälle,6,,,16774,0.4
2009,53,Bülach,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,31,,,16774,1.8
2009,53,Bülach,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,12,,,16774,0.7
2009,53,Bülach,,,142.20,AIG,1423,Total Täuschung der Behörden,4,,,16774,0.2
2009,53,Bülach,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,8,,,16774,0.5
2009,53,Bülach,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,4,,,16774,0.2
2009,243,Dietikon,,,311.0,StGB,1,Total gegen Leib und Leben,159,158,1,22954,6.9
2009,243,Dietikon,,,311.0,StGB,2,Total gegen das Vermögen,1426,1322,104,22954,62.1
2009,243,Dietikon,,,311.0,StGB,3,Total gegen die Freiheit,383,381,2,22954,16.7
2009,243,Dietikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,39,39,0,22954,1.7
2009,243,Dietikon,,,311.0,StGB,5,Total übrige Titel StGB,1231,1229,2,22954,53.6
2009,243,Dietikon,,,812.121,BetmG,801,Total Übertretungen,161,,,22954,7
2009,243,Dietikon,,,812.121,BetmG,802,Total leichte Fälle,63,,,22954,2.7
2009,243,Dietikon,,,812.121,BetmG,803,Total schwere Fälle,27,,,22954,1.2
2009,243,Dietikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,77,,,22954,3.4
2009,243,Dietikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,41,,,22954,1.8
2009,243,Dietikon,,,142.20,AIG,1423,Total Täuschung der Behörden,3,,,22954,0.1
2009,243,Dietikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,29,,,22954,1.3
2009,243,Dietikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,11,,,22954,0.5
2009,191,Dübendorf,,,311.0,StGB,1,Total gegen Leib und Leben,123,119,4,23852,5.2
2009,191,Dübendorf,,,311.0,StGB,2,Total gegen das Vermögen,1169,1055,114,23852,49
2009,191,Dübendorf,,,311.0,StGB,3,Total gegen die Freiheit,341,341,0,23852,14.3
2009,191,Dübendorf,,,311.0,StGB,4,Total gegen sexuelle Integrität,19,18,1,23852,0.8
2009,191,Dübendorf,,,311.0,StGB,5,Total übrige Titel StGB,48,43,5,23852,2
2009,191,Dübendorf,,,812.121,BetmG,801,Total Übertretungen,106,,,23852,4.4
2009,191,Dübendorf,,,812.121,BetmG,802,Total leichte Fälle,33,,,23852,1.4
2009,191,Dübendorf,,,812.121,BetmG,803,Total schwere Fälle,19,,,23852,0.8
2009,191,Dübendorf,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,38,,,23852,1.6
2009,191,Dübendorf,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,23,,,23852,1
2009,191,Dübendorf,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,23852,0
2009,191,Dübendorf,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,14,,,23852,0.6
2009,191,Dübendorf,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,13,,,23852,0.5
2009,115,Gossau,,,311.0,StGB,1,Total gegen Leib und Leben,39,39,0,9397,4.2
2009,115,Gossau,,,311.0,StGB,2,Total gegen das Vermögen,170,160,10,9397,18.1
2009,115,Gossau,,,311.0,StGB,3,Total gegen die Freiheit,75,74,1,9397,8
2009,115,Gossau,,,311.0,StGB,4,Total gegen sexuelle Integrität,11,11,0,9397,1.2
2009,115,Gossau,,,311.0,StGB,5,Total übrige Titel StGB,16,16,0,9397,1.7
2009,115,Gossau,,,812.121,BetmG,801,Total Übertretungen,26,,,9397,2.8
2009,115,Gossau,,,812.121,BetmG,802,Total leichte Fälle,3,,,9397,0.3
2009,115,Gossau,,,812.121,BetmG,803,Total schwere Fälle,0,,,9397,0
2009,115,Gossau,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,4,,,9397,0.4
2009,115,Gossau,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,0,,,9397,0
2009,115,Gossau,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,9397,0
2009,115,Gossau,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,9397,0.1
2009,115,Gossau,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,2,,,9397,0.2
2009,117,Hinwil,,,311.0,StGB,1,Total gegen Leib und Leben,47,45,2,9873,4.8
2009,117,Hinwil,,,311.0,StGB,2,Total gegen das Vermögen,315,298,17,9873,31.9
2009,117,Hinwil,,,311.0,StGB,3,Total gegen die Freiheit,64,64,0,9873,6.5
2009,117,Hinwil,,,311.0,StGB,4,Total gegen sexuelle Integrität,11,9,2,9873,1.1
2009,117,Hinwil,,,311.0,StGB,5,Total übrige Titel StGB,19,18,1,9873,1.9
2009,117,Hinwil,,,812.121,BetmG,801,Total Übertretungen,44,,,9873,4.5
2009,117,Hinwil,,,812.121,BetmG,802,Total leichte Fälle,7,,,9873,0.7
2009,117,Hinwil,,,812.121,BetmG,803,Total schwere Fälle,1,,,9873,0.1
2009,117,Hinwil,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,1,,,9873,0.1
2009,117,Hinwil,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,2,,,9873,0.2
2009,117,Hinwil,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,9873,0.1
2009,117,Hinwil,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,1,,,9873,0.1
2009,117,Hinwil,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,9873,0
2009,295,Horgen,,,311.0,StGB,1,Total gegen Leib und Leben,67,67,0,20467,3.3
2009,295,Horgen,,,311.0,StGB,2,Total gegen das Vermögen,565,523,42,20467,27.6
2009,295,Horgen,,,311.0,StGB,3,Total gegen die Freiheit,105,105,0,20467,5.1
2009,295,Horgen,,,311.0,StGB,4,Total gegen sexuelle Integrität,13,13,0,20467,0.6
2009,295,Horgen,,,311.0,StGB,5,Total übrige Titel StGB,42,41,1,20467,2.1
2009,295,Horgen,,,812.121,BetmG,801,Total Übertretungen,54,,,20467,2.6
2009,295,Horgen,,,812.121,BetmG,802,Total leichte Fälle,3,,,20467,0.1
2009,295,Horgen,,,812.121,BetmG,803,Total schwere Fälle,4,,,20467,0.2
2009,295,Horgen,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,4,,,20467,0.2
2009,295,Horgen,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,12,,,20467,0.6
2009,295,Horgen,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,20467,0
2009,295,Horgen,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,20467,0.1
2009,295,Horgen,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,1,,,20467,0
2009,296,Illnau-Effretikon,,,311.0,StGB,1,Total gegen Leib und Leben,61,59,2,15740,3.9
2009,296,Illnau-Effretikon,,,311.0,StGB,2,Total gegen das Vermögen,664,584,80,15740,42.2
2009,296,Illnau-Effretikon,,,311.0,StGB,3,Total gegen die Freiheit,155,155,0,15740,9.8
2009,296,Illnau-Effretikon,,,311.0,StGB,4,Total gegen sexuelle Integrität,11,11,0,15740,0.7
2009,296,Illnau-Effretikon,,,311.0,StGB,5,Total übrige Titel StGB,33,33,0,15740,2.1
2009,296,Illnau-Effretikon,,,812.121,BetmG,801,Total Übertretungen,96,,,15740,6.1
2009,296,Illnau-Effretikon,,,812.121,BetmG,802,Total leichte Fälle,31,,,15740,2
2009,296,Illnau-Effretikon,,,812.121,BetmG,803,Total schwere Fälle,11,,,15740,0.7
2009,296,Illnau-Effretikon,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,24,,,15740,1.5
2009,296,Illnau-Effretikon,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,7,,,15740,0.4
2009,296,Illnau-Effretikon,,,142.20,AIG,1423,Total Täuschung der Behörden,1,,,15740,0.1
2009,296,Illnau-Effretikon,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,7,,,15740,0.4
2009,296,Illnau-Effretikon,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,0,,,15740,0
2009,62,Kloten,,,311.0,StGB,1,Total gegen Leib und Leben,156,155,1,17504,8.9
2009,62,Kloten,,,311.0,StGB,2,Total gegen das Vermögen,2010,1941,69,17504,114.8
2009,62,Kloten,,,311.0,StGB,3,Total gegen die Freiheit,266,266,0,17504,15.2
2009,62,Kloten,,,311.0,StGB,4,Total gegen sexuelle Integrität,20,19,1,17504,1.1
2009,62,Kloten,,,311.0,StGB,5,Total übrige Titel StGB,221,219,2,17504,12.6
2009,62,Kloten,,,812.121,BetmG,801,Total Übertretungen,99,,,17504,5.7
2009,62,Kloten,,,812.121,BetmG,802,Total leichte Fälle,39,,,17504,2.2
2009,62,Kloten,,,812.121,BetmG,803,Total schwere Fälle,212,,,17504,12.1
2009,62,Kloten,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,3277,,,17504,187.2
2009,62,Kloten,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,27,,,17504,1.5
2009,62,Kloten,,,142.20,AIG,1423,Total Täuschung der Behörden,7,,,17504,0.4
2009,62,Kloten,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,6,,,17504,0.3
2009,62,Kloten,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,8,,,17504,0.5
2009,154,Küsnacht,,,311.0,StGB,1,Total gegen Leib und Leben,21,21,0,13283,1.6
2009,154,Küsnacht,,,311.0,StGB,2,Total gegen das Vermögen,547,486,61,13283,41.2
2009,154,Küsnacht,,,311.0,StGB,3,Total gegen die Freiheit,175,175,0,13283,13.2
2009,154,Küsnacht,,,311.0,StGB,4,Total gegen sexuelle Integrität,8,8,0,13283,0.6
2009,154,Küsnacht,,,311.0,StGB,5,Total übrige Titel StGB,17,16,1,13283,1.3
2009,154,Küsnacht,,,812.121,BetmG,801,Total Übertretungen,17,,,13283,1.3
2009,154,Küsnacht,,,812.121,BetmG,802,Total leichte Fälle,1,,,13283,0.1
2009,154,Küsnacht,,,812.121,BetmG,803,Total schwere Fälle,0,,,13283,0
2009,154,Küsnacht,,,142.20,AIG,1421,Total rechtswidrige Ein- / Ausreise / Aufenthalt,0,,,13283,0
2009,154,Küsnacht,,,142.20,AIG,1422,Total illegale Erwerbstätigkeit oder Beschäftigung,5,,,13283,0.4
2009,154,Küsnacht,,,142.20,AIG,1423,Total Täuschung der Behörden,0,,,13283,0
2009,154,Küsnacht,,,142.20,AIG,1424,Total Förderung der rechtswidrigen Ein- / Ausreise / Aufenthalt,2,,,13283,0.2
2009,154,Küsnacht,,,142.20,AIG,1425,Total weitere Widerhandlungen gegen AIG,3,,,13283,0.2
2009,195,Maur,,,311.0,StGB,1,Total gegen Leib und Leben,15,15,0,9275,1.6
2009,195,Maur,,,311.0,StGB,2,Total gegen das Vermögen,213,188,25,9275,23
2009,195,Maur,,,311.0,StGB,3,Total gegen die Freiheit,62,62,0,9275,6.7
2009,195,Maur,,,311.0,StGB,4,Total gegen sexuelle Integrität,7,7,0,9275,0.8
2009,195,Maur,,,311.0,StGB,5,Total übrige Titel StGB,13,13,0,9275,1.4
2009,195,Maur,,,812.121,BetmG,801,Total Übertretungen,9,,,9275,1
2009,195,Maur,,,812.121,BetmG,802,Total leichte Fälle,13,,,9275,1.4
